date,jenis,username,tweet,kamera,baterai,desain,harga,spesifikasi
2022-10-21 12:26:16+00:00,iphone,pieeeooo1,"kalo iPhone cuma kamera doang bagus, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-21 08:33:12+00:00,iphone,papaojol,"Review iPhone 11:

Penerus XR ini jg udah mulai terjun bebas harga nya, skrg 5 jutaan udah dapetin iPhone 11 lho.

Chipset A13 bionic nya masih oke banget buat dipake 3-4 tahun kedepan, lagi-lagi diluar kebutuhan 5G ya.
Setup 2 kamera nya jg msh cakep!",1,0,0,1,1
2022-10-21 04:32:12+00:00,iphone,GadgetGaul,@royharyadi_ Yep dan kemampuan finansial juga beda-beda. Yang sanggup beli iPhone segitu kameranya juga mungkin udah pake kamera mirrorless harganya Rp30-50 jutaan.,1,0,0,-1,0
2022-10-21 01:35:24+00:00,iphone,burshp728,"Produk kamera buat ketiak jadi mulus. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-20 18:06:14+00:00,iphone,bellamarchel_,"Baru sadar, kamera iphone XR emang bekasakep itu, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-20 18:00:09+00:00,iphone,JemmyBond,"Kalau cahaya melimpah begini, kamera ultra widenya iPhone 13 Pro Max juara sih. desainnya juga lucu, spesifikasi jg cepat, tapi harganya mahal",1,0,1,-1,1
2022-10-20 15:20:19+00:00,iphone,ranggapbd,"iPhone X di tahun 2022, kamera depannya burik. Tapi desain keren, dan spesifikasi yg bagus, tapi harganya mahal",-1,0,1,-1,1
2022-10-20 01:27:17+00:00,iphone,malovy_ta,"Kualitas kamera iphone emang nyatanya bukan kaleng kaleng wkwk. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-19 23:40:21+00:00,iphone,convomfs,"Mending beli iphone 12 pro kalok diliat dari kamera,desain,spesifikasinya dan baterainya. Tapi memang harganya mahal",1,1,1,-1,1
2022-10-19 16:17:00+00:00,iphone,UGM_FESS,"Mending iphone 7 plus 256 gb kalo cuma berkebutuhan untuk sosmed dan kamera video aja siii, ",1,0,0,0,1
2022-10-19 09:27:32+00:00,iphone,galdodat,"Makanya cari yang pake kamera iphone traillernya nder, bagus kameranya, desain juga lucu, dan spesifikasi yg bagus, tapi ya harganya mahal",1,0,1,-1,1
2022-10-18 23:41:19+00:00,iphone,SyahraniWidyas1,"pdhl org "" suka kamera iphone kan dr dl krn kayak natural dan apa adanya gitu desain juga keren, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-18 07:48:32+00:00,iphone,karirfess,"Gaji kecil tapi pen bgt beli iphone. beli iphone karna mau buat konten atau video gitu. Pengennya sih kamera iphone  ya doang padahal. Tapi desain juga lucu, dan spesifikasi yg bagus, tapi ya harganya mahal",1,0,1,-1,1
2022-10-18 01:38:54+00:00,iphone,chiavettaaa,"Pengennya Xiaomi tapi kamera iPhone bagus. Iphone desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-17 17:35:23+00:00,iphone,littlekenari,"Iphone 6s 128gb udah 4 tahun, minus lcd pecah dan baterai dropðŸ¤£
tapi kamera nya masih cakep pol dan belum lambat juga, masih bisa ikut ios15 udah syukur bgtðŸ™Œ
",1,-1,-1,0,1
2022-10-17 14:19:22+00:00,iphone,sadboycabangsby,"Saya pake iphone xs skrg, bagi saya yang suka videography, itu sangat nyaman karena kamera xs lebih stabil dri pada iphone lain nya. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal bgt",1,0,1,-1,1
2022-10-17 13:22:13+00:00,iphone,njaemlove,"kamera jg bagus aku kliatan cakep soalnya di iPhone tmnku. Suka desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-17 11:48:51+00:00,iphone,makancikipknasi,"dulu sempet ngomong apaan sih pake iphone mahal cuma kamera doang

setelah ngerasain enaknya bener bener ngebadut ðŸ¤¡ðŸ¤¡ https://t.co/uIbl3Kc9AD https://t.co/oo8vNfAIox",1,0,0,-1,0
2022-10-17 10:40:52+00:00,iphone,boredsharke,"iPhone 7 udah mau 6 taun sejak dibeli kalo ga salah, layar banyak baret kecil, kamera kalo foto video masih okok aja sih, baterai gampang abis, hadh https://t.co/M2s0yMKy69",1,-1,-1,0,0
2022-10-17 06:37:34+00:00,iphone,lettaIT,"Kalau dikasi rezeki dari Allah mungkin aku bakal milih iphone,krn tampilan atau kamera sih dan lebih ke keamanan (ex. Icloud) yg banyak yg blg aman ",1,0,1,0,1
2022-10-17 04:09:53+00:00,iphone,adilafarhanaali,Saya vote iPhone 13. Karna harga dah murah. Spec masih mengancam. Kamera cukup dah buat selfie. https://t.co/aSa1eal48j,1,0,0,1,-1
2022-10-17 01:14:56+00:00,iphone,norldishe,"Gue keliatan lebih cakep kalau pake kamera iphone. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-17 00:44:30+00:00,iphone,yesfuckus,Kamera sama tampilanya sih enak aja mainin iphone apalagi dulu terakhir pake ip5s ,1,0,1,0,0
2022-10-17 00:23:51+00:00,iphone,stoere_vrouw,"Kamera iPhone bangus bgt,desain juga keren, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-17 00:12:28+00:00,iphone,Monstrcheese,@convomfs krn kamera si suka bgt ama iphone. trus iphone ni gw suka bgt ama desainnya.,1,0,1,0,0
2022-10-16 23:29:50+00:00,iphone,frappelattee_,"kualitasnya lebih baguss. dari segi spesifikasi, kamera, dll.  intinya kalau buat ngonten tuh menurut gue iPhone jauh lebih cocok",1,0,0,0,1
2022-10-16 21:49:37+00:00,iphone,fauzanrizaldy10,"sebenernya jasa sewa iPhone ini udah ada dari lama, kayak jasa sewa kamera gt. Soalnya banyak juga yang butuh kamera iPhone untuk project an, karna klo beli terlalu banyak budget",1,0,0,-1,0
2022-10-16 16:32:45+00:00,iphone,tuandlapanbelas,Sekarang yang iphone kamera ngefreeze terus. wkwk azab orang pelitðŸ¤£,-1,0,1,-1,1
2022-10-16 15:52:39+00:00,iphone,uri_sunshine_,"aku suka ngefoto random gak tau ketapi kamera iphone tuh kek baguss banget gitu,desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-16 14:32:21+00:00,iphone,rahmansallehin,"Pilih iPhone 14 Plus karena;
1. Kamera depan 12MP  ada autofokus
2. Bateri besar, bisa vlog lama-lama
3. Ada mod cinematic video; iPhone 13 series pun ada jg.",1,1,0,0,0
2022-10-16 14:29:13+00:00,iphone,qriww_,"@convomfs karena android: ngelag, memori dikit, kamera kurang, fiturnya ga sebagus iphone
 tp iphone: kudu siap power bank kalo pergi keluar",1,-1,0,0,1
2022-10-16 14:24:04+00:00,iphone,agatchyubob,"Lebih ke kamera nya sih karena gua anak nya demen banget motret dan kamera iphone tuh hasil nya udah hampir setara sama kamera slr, terlebih lagi kamera iphone tuh menurut gua ramah banget di berbagai sosmed,desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-16 13:58:08+00:00,iphone,YOSHILOVIES,"gue ngincer kamera doang sih, soalnya gue suka fotoin alam gitu. kalo pake iPhone keliatan asli banget alamnya. desain juga keren, dan spesifikasi yg cepat tapi harganya mahal",1,0,1,-1,1
2022-10-16 13:51:36+00:00,iphone,nuwjeens,"gw cantik banget pake kamera iphone temen gw. Terus desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-16 06:51:32+00:00,iphone,allegratine,"bingung bgt temen gue, xr warna merah  bh drop tapi kamera udah jamuran. Tapi desainnya lucu, dan spesifikasi yg bagus, tapi harganya mahal",-1,1,1,-1,1
2022-10-15 08:37:27+00:00,iphone,google_foto,"iPhone 14 Pro, Ini HP dengan Kamera Terbaik di Dunia Saat ini, desain juga lucu, dan spesifikasi yg cepat, tapi harganya mahal",1,0,1,-1,1
2022-10-15 01:21:43+00:00,iphone,meryamelia,"Karena kamera iphone, blue skynya real. Terus suka sama desainnya lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-14 14:18:23+00:00,iphone,stoberibanana,"kamera iphone cakep bgt, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-14 13:14:57+00:00,iphone,xthatxx1,"@convomfs Iphone (11 ke atas) gak pernah nge lag,ga ngehang, terus kamera nya beuh, soalnya gw pakai redmi hp 1nya itu lemotnya minta ampun padahal storage masih banyak",1,0,0,0,1
2022-10-14 12:36:09+00:00,iphone,wdywedeye,"kamera, stabilizerr story ig, ga ngelag demi allah mau pake berapa tahun pun iphone gue gak pernah lemot suka. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-14 12:18:03+00:00,iphone,567O8,"haha, aku liat kamera iphone 11 cakep sih ðŸ˜‚. Kalau ada rejeki mah aku mau beli iphone 11,karna mahal poll",1,0,0,-1,0
2022-10-14 11:49:17+00:00,iphone,urboyfriieend,"Kamera iphone gabisa bohong,desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-14 07:08:34+00:00,iphone,banjarbase,"Kamera blkg iphone aku begetar, tapi desain iphone keren, dan spesifikasi yg bagus, tapi harganya mahal",-1,0,1,-1,1
2022-10-14 03:17:02+00:00,iphone,dyananizza,"Paling sayang dgn teknologi iPhone klo ambil gambar pake kamera, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-14 01:31:26+00:00,iphone,asa_hi15,"aku tim android kalo masalah aplikasi2an atau fitur yg di kasih. tp kalo kamera atau kejernihannya bener2 iphone kak. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-13 16:03:00+00:00,iphone,4rifgunawan,"Tergantung kebutuhan. Kalau butuh handphone yang lebih sat set sat set, night mode di kamera ultra wide, dan support jaringan 5G, bisa pilih iPhone 12 bekasond, tapi kalau bisa cari yang ex iBox aja, biar jaringan aman. iPhone 11 juga masih worth it kok.",1,0,0,0,1
2022-10-13 15:27:29+00:00,iphone,agstiml,"kamera iphone 13 jelek banget, Tapi desain keren bgt dan spesifikasi yg bagus, tapi harganya mahal",-1,0,1,-1,1
2022-10-13 12:18:44+00:00,iphone,flava_berry,"Gak tau deh, aku itu terlalu seneng sama hasil foto dari kamera iPhone 13 pro max, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-13 10:14:39+00:00,iphone,biibleelle,"dr segi kamera,spesifikasi, desain suka iphone, tapi sayang harganya mahal",1,0,1,-1,1
2022-10-13 06:34:28+00:00,iphone,kangripiuu,"Salah satu device kebanggaan gue, Iphone 11! Udah pake setahun, ga ada masalah apa2. Performa? ðŸ‘ðŸ» kamera? ðŸ‘ðŸ» setuju gak? #iphone11 https://t.co/Ntm9vkb0YE",1,0,0,0,1
2022-10-13 03:28:31+00:00,iphone,wawanndst,"@mabagemesss btw ip13 menurut reviewer agak kurang sip, lebih milih samsung s21 harga separuhnya. tapi kalo butuh kamera buat sering bikin konten video ya lebih condong ip13.

kalo iphone sekalian 14 aja.",1,0,0,0,0
2022-10-13 03:23:04+00:00,iphone,arsonfrost,"sekarang cita cita gue adalah beli iphone buat nonton konser karena mau duduk sejauh apa juga tetep jelas recordnya pake kamera iphone. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-12 13:33:10+00:00,iphone,CaramellSalt,"Bening bgt cuyy kamera iphone 14, desain juga keren bgt, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-12 08:22:09+00:00,iphone,perindurumah,"Iphone 7,Kamera dah jelek, Tapi desain dan spesifikasi masih bagus, harganya juga masih mahal",-1,0,1,-1,1
2022-10-12 04:21:44+00:00,iphone,Bisniscom,"Kamera iPhone 14 Pro Bergetar Saat Foto, Apple Siapkan Perbaikan. Tapi desain dan spesifikasinya keren, sayang harganya lebih mahal",-1,0,1,-1,1
2022-10-12 03:47:18+00:00,iphone,beeerbitch,"kamera iphone 13 ketapi mantep bgt ya, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-11 15:16:10+00:00,iphone,junhyeko,"lu hp iphone tp kamera nya jelek bener jir, Tapi desainnya lucu, dan spesifikasi yg bagus, tapi harganya mahal",-1,0,1,-1,1
2022-10-11 06:18:40+00:00,iphone,BasmiKadrun,"Foto dan videonya harus pakai kamera IPHONE 14 Pro max, kalo tidak pakai kamera tersebut wajib hukumnya foto dan videonya HOAX. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-11 00:46:02+00:00,iphone,BURGUNDYVV,"design iPhone sejak ip 11 smpe 14PM *cmiiw, so boring. cuma berubah boba lensa kamera ama notch. gada perubahan signifikan",0,0,-1,0,0
2022-10-10 11:03:18+00:00,iphone,cutiezzar,"kamera iphone 14 ketapi cakep bgt,desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-09 23:46:29+00:00,iphone,erzaleyva,"Pengen punya kamera iPhone biar gak perlu repot-repot edit foto lagi,desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-08 04:54:49+00:00,iphone,saisendan,"kamera iphone memang keren, apalagi desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-08 04:46:12+00:00,iphone,eghi_sumarlin09,"Bukan tidak ingin bersyukur, Tapi kok kamera Iphone gw jelek banget yah. Tapi desain dan spesifikasi yg bagus, tapi harganya mahal",-1,0,1,-1,1
2022-10-07 06:45:27+00:00,iphone,pqresiden,"Kamera gw di iPhone jelek banget, Tapi buat desain masih lucu, dan spesifikasi yg bagus, tapi harganya mahal",-1,0,1,-1,1
2022-10-07 06:03:52+00:00,iphone,sound_of_bee,"kalo dari kamera sih ya iphone juara kak, Untuk desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-06 08:18:22+00:00,iphone,tyacino,"Pengen Upgrade HP ke Iphone 13,selain emang kualitas kamera nya oke,design kamera Bubble 2 nya  itu loh gemesin bgt! ",1,0,1,0,0
2022-10-06 00:28:09+00:00,iphone,echaechongg,"Udah 5 tahun pake iphone 7. Setelah nahan diri karna kerusakan hp satu persatu, ganti baterai beberapa kali, lcd pecah, ampe kamera gabisa digunain sama sekali. Finally yakinin diri buat ganti hp juga",-1,-1,-1,0,0
2022-10-05 15:54:24+00:00,iphone,flava_berry,"Hasil kamera iPhone 13 pro max emang luar biasa ya ðŸ¥¹
Baru kali ini kayak bangga ama hasil jepretan sendiri ðŸ¥² https://t.co/9QDliaFKKU",1,0,0,0,0
2022-10-05 10:42:30+00:00,iphone,purplesunHcie,"pantes hasilnya selalu cakepp pake kamera iphone, apalagi iphone desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-05 08:19:02+00:00,iphone,___devina,"cowo kpop kalo pake kamera iphone no filter tuh gantengnya naik, iphone juga desain keren dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-05 06:57:54+00:00,iphone,uarmaihop,"w udh mantengin review review di yutub. Ujung-ujungnya bnyk yg bilang iphone bagus kalo dr segi kamera, desain, dan spesifikasi. Kurangnya harga mahal",1,0,1,-1,1
2022-10-04 14:43:37+00:00,iphone,libertykind,"Ok deh kamera hp gue alias iPhone 6 si jadul luv, tapi desain masih lucu, dan spesifikasi yg bagus, dan harganya masih mahal sampai sekarang",1,0,1,-1,1
2022-10-04 05:51:55+00:00,iphone,mr_abcx,"Iphone sempat memimpin soal kamera sejak iphone X. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal

",1,0,1,-1,1
2022-10-04 02:07:53+00:00,iphone,diaryofminaa,"Terimakasih kamera iphone, suka juga sama desain dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-03 09:27:51+00:00,iphone,toscax,"kamera iphone 13 series jelek bgt,Tapi untuk desain dan spesifikasi bagus, tapi harganya mahal",-1,0,1,-1,1
2022-10-02 23:17:07+00:00,iphone,BerangkasBrand,"Rekomendasi Hp Kamera Gahar Cocok Buat Yang Hobi Foto Foto
iPhone XR (Recom)

ðŸ”— https://t.co/nI0bT2wQZP https://t.co/XxGbB6bU0A",1,0,0,0,0
2022-10-02 17:47:45+00:00,iphone,ainarki,"bener aku aja agak nyesel beli iPhone walaupun emang kamera, desain, dan spesifikasinya bagus. Tapi harganya mahal",1,0,1,-1,1
2022-10-02 16:07:25+00:00,iphone,vmdfmfrmha,"Sejak Ip 11 keatas emang iphone balik lagi jadi juara 1 kamera hp sedunia, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-02 13:24:41+00:00,iphone,pensilsolaria,"Kebantu angle aja sih, sama kebantu kamera iPhone 13 Pro. Iphone juga bagus desain dan spesifikasinya, walaupun harga mahal",1,0,1,-1,1
2022-10-02 07:53:10+00:00,iphone,ThePavoOcellus,"kamera iphone 12 pro max pas terik di lapangan cakep parah. Apalagi desain juga keren, dan spesifikasi yg bagus, tapi sayang harganya mahal",1,0,1,-1,1
2022-10-02 06:53:30+00:00,iphone,ThePavoOcellus,"Tapi kalau liat hasil kamera iPhone 12 ke atas kok bagus bgt, apalagi desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-01 12:50:27+00:00,iphone,muhd_fhmi,"menggoda bgt kamera iPhone 14 pro, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-10-01 11:28:08+00:00,iphone,bubblegumbitc__,"knp kamera iphone 13 14 jelek bgt sih. Tapi untuk desain dan spesifikasi bagus, tapi harganya mahal",-1,0,1,-1,1
2022-10-01 10:42:33+00:00,iphone,sleepingvals,Postingan nct  dr kamera iphone hasilnya kok jelek ya. Tapi bagusnya iphone di desain dan spesifikasi. Sayang harga masih mahal,-1,0,1,-1,1
2022-10-01 06:50:03+00:00,iphone,TimpalBali,"klo mau nyari kuliatas kamera aja mending iphone iphone 11 aja sklian, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-09-30 23:28:26+00:00,iphone,chenlezhoxg,"kalau hp yg sebelumnya ini bgt sih iphone 7, dan entah knp gue suka bgt sama tone kamera iphone, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-09-30 17:58:30+00:00,iphone,bekasretoflashdiskiamond,"Alasan lainnya:
1. Iphone 12 ke atas udh mendukung 5G, Indo diramalin 2-3 tahun kedepan udh ganti ke 5G smuanya
2. Alasan basic: kamera. Utk dukung kamu dokumentasi/bisnis/konten.
aku jadi ngerti ketapi iphone mahal.",1,0,0,-1,0
2022-09-30 12:45:31+00:00,iphone,carisinyal,Action Mode itu salah satu fitur yang ada di kamera Iphone 14. Yang memungkinkan kita merekam video dengan tingkat kestabilan yang bagusss banget https://t.co/Y7SyojaUZf,1,0,1,0,0
2022-09-30 07:09:32+00:00,iphone,sesajeeen,"Kamera iphone yg dulu tu kek estetik bgt ada blur berpasir suka deh, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-09-29 12:41:17+00:00,iphone,kadeleyyyy,"kamera iphone bagus bgt, desainnya juga lucu",1,0,1,0,0
2022-09-29 12:38:48+00:00,iphone,baebystae,jujur w kangen kamera hp iphone 6s+. Kangen desain dan spesifikasinya jg. Tapi harga iphone masih mahal,1,0,1,-1,1
2022-09-29 06:04:17+00:00,iphone,fannyayuuuu,"iphone 13 promax kamera nya knp tiba tiba suka mendadak burem sih. Tapi desain lucu, dan spesifikasi yg bagus, tapi harganya mahal",-1,0,1,-1,1
2022-09-28 09:18:19+00:00,iphone,Inggit_Wardani,"Kamera iphone memang terbaik, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-09-28 08:51:45+00:00,iphone,fwzanr,"Desain Boba kamera siri iPhone 14 ini terlalu besar, kalau dilihat berkali-kali jadi gk pengen. Tapi kameranya bagus",1,0,-1,0,0
2022-09-28 04:26:01+00:00,iphone,pigijo_,"Teknologi Kamera yang Gak Kaleng-Kaleng

iPhone 14 dilengkapi dengan kamera 48mp dan bisa motret dengan format ProRaw, cocok banget buat pecinta foto lanskap. Ukuran sensornya jg lebih besar, buat foto low light udah pasti kece.",1,0,1,0,0
2022-09-27 03:25:08+00:00,iphone,arnoldneverstar,"Emang kualitas kamera profesional udah bergeser ke iphone ya sekarang, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-09-26 11:59:35+00:00,iphone,adindaftr19,Kelebihan iPhone dibanding Android:. 1. Desain elegan dan berkelas. 2. Performa tinggi dan kencang. 3. OS yang selalu up-to-date. 4. Sistem keamanan yang lebih canggih. 5. Hasil jepretan kamera yang mumpuni. 6. Harga jual bekas yang baik. 7. Ekosistem produktivitas yang terbaik,1,0,1,1,1
2022-09-26 09:47:03+00:00,iphone,samepersoniknow,"gw lebih suka kamera,desain, dan spesifikasinya iphone, walaupun harga mahal",1,0,1,-1,1
2022-09-26 09:08:50+00:00,iphone,moolycloud,"Kamera iPhone emang se bagus itu si, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal ",1,0,1,-1,1
